WKT,name,description
"POLYGON ((106.8161526 -6.3050631, 106.816217 -6.3060975, 106.8168929 -6.3069346, 106.8165817 -6.307857, 106.815938 -6.3080277, 106.8155732 -6.3095633, 106.8160453 -6.3106296, 106.8167963 -6.3106296, 106.8175473 -6.3119946, 106.8177834 -6.3146392, 106.8172684 -6.3150658, 106.8164315 -6.3150444, 106.8163028 -6.3160468, 106.8171611 -6.3163881, 106.8180194 -6.3162388, 106.8190708 -6.316772, 106.8188777 -6.3172625, 106.8211522 -6.3175398, 106.8236199 -6.3173265, 106.8236199 -6.317753, 106.8247357 -6.3177957, 106.82583 -6.3112481, 106.8265596 -6.3114401, 106.827096 -6.3086675, 106.8245425 -6.3083262, 106.8246069 -6.3063641, 106.8233409 -6.3063214, 106.8226972 -6.3065774, 106.8206372 -6.3065134, 106.8205514 -6.3057882, 106.81847 -6.3057243, 106.8184271 -6.3052124, 106.8161526 -6.3050631))",Kebun Binatang Ragunan,
