WKT,name,description
"POLYGON ((106.850922 -6.2327899, 106.8506377 -6.2332539, 106.8507101 -6.2341791, 106.8509347 -6.2345437, 106.8515456 -6.234919, 106.8525206 -6.2356376, 106.8526922 -6.2360962, 106.8526171 -6.2365548, 106.8516944 -6.239893, 106.852703 -6.2421114, 106.8539797 -6.2420474, 106.853175 -6.2410236, 106.8529604 -6.2395731, 106.853454 -6.2379946, 106.8536364 -6.2367361, 106.853293 -6.234667, 106.8528639 -6.2347737, 106.8525957 -6.2335152, 106.8513297 -6.2335365, 106.8513189 -6.2330459, 106.850922 -6.2327899))",Tebet Echo Park,
