WKT,name,description
"POLYGON ((106.8233618 -6.1714995, 106.8229756 -6.1798194, 106.8235335 -6.1804167, 106.831108 -6.1801607, 106.8311724 -6.1795634, 106.8305072 -6.1789661, 106.8308291 -6.1785607, 106.8299493 -6.1776647, 106.8299493 -6.1734834, 106.8292841 -6.1731208, 106.8292626 -6.1715421, 106.8233618 -6.1714995))",Taman Monas Jakarta,
