WKT,name,description
"POLYGON ((106.7982199 -6.2147884, 106.7983487 -6.2182441, 106.7983487 -6.2206118, 106.8031338 -6.2226596, 106.8047645 -6.2247288, 106.8087342 -6.222041, 106.8083265 -6.2212091, 106.8083265 -6.2157269, 106.8062451 -6.2156416, 106.8062451 -6.2142337, 106.8062022 -6.2127405, 106.7982199 -6.2147884))",Taman GBK,
