WKT,name,description
"POLYGON ((106.8894127 -6.3014681, 106.8893805 -6.3027318, 106.8904748 -6.3027584, 106.8904748 -6.3016814, 106.8904909 -6.3015747, 106.8903729 -6.3014841, 106.8894127 -6.3014681))",Taman Mini Indonesia Indah,
