WKT,name,description
"POLYGON ((110.8321578 -8.2061161, 110.8307845 -8.1626183, 110.8115585 -8.144946, 110.7882125 -8.154462, 110.7648666 -8.0416154, 110.7580001 -8.0021797, 110.7827193 -7.8498405, 110.7840926 -7.8131075, 110.7071883 -7.7926988, 110.6014449 -7.802223, 110.5506332 -7.7777319, 110.4943282 -7.7586822, 110.4490096 -7.5422727, 110.4146773 -7.5586093, 110.2993209 -7.657977, 110.2718551 -7.7069717, 110.2581222 -7.6811141, 110.2636153 -7.6430053, 110.2375228 -7.638922, 110.1317794 -7.6457274, 110.1166732 -7.6702262, 110.1386459 -7.6960845, 110.1098067 -7.7804532, 110.0603683 -7.814468, 110.0329024 -7.8824893, 110.0013168 -7.8906512, 110.1606398 -7.9741206, 110.3310043 -8.0276043, 110.3558963 -8.063848, 110.4359311 -8.1036686, 110.5905864 -8.1560304, 110.7049667 -8.2008571, 110.8321578 -8.2061161))",Polygon 2,
